id,user_id,channel,status,sent_at
87495364-67e2-48ad-8db4-25d64b7532a7,31085da9-bfc4-44bd-80c8-8dc16a164938,EMAIL,PENDING,2026-03-13 23:36:59+00
5f849567-f9f6-4b89-8682-5fe5c9b5e4c4,4f9ef3c9-28c6-4880-ada2-af225fb5a240,EMAIL,FAILED,2026-03-14 05:42:04+00
478003e9-7b02-47b5-b2fa-fe77e313ce99,4a50e8ae-85d6-4106-9df9-5b322cbb88d6,EMAIL,PENDING,2026-03-03 12:12:27+00
2d7757b1-edd9-4631-bd5f-a97de9664fc1,a96c0e6a-8f24-4b8d-aae0-9df39466c3ab,EMAIL,FAILED,2026-03-08 22:34:49+00
712874a7-4196-415d-91d6-e8f8b71b66c8,8ba056f6-170f-4e24-a917-e333f6ca8bb5,SMS,FAILED,2026-04-25 17:59:33+00
d1f1623d-345d-4d1b-8808-58d195eaf157,c01eaf98-af64-44d3-8d8b-812455ca2330,SMS,SENT,2026-04-03 02:47:26+00
86ab6eae-b1e5-4836-b7a6-a04d93fb91c2,32b8f5fa-bbde-4c6e-8ed2-36869ed0e663,EMAIL,PENDING,2026-02-22 07:44:25+00
a4e79054-4148-4c93-874b-396f7e7a0129,a8e2d07e-d089-4bf8-aeec-c66fd86d929c,SMS,SENT,2026-03-01 08:46:51+00
b6453349-f761-4fd8-a427-80bf8c8b78be,a0810b2e-137a-4c5f-84d1-e8ddd5fa9857,SMS,FAILED,2026-05-06 22:33:58+00
94c2bb13-6e27-4bbc-9adc-34025815251f,8ba056f6-170f-4e24-a917-e333f6ca8bb5,EMAIL,PENDING,2026-02-24 11:20:03+00
cf301fb3-3fb6-48f9-81dd-46503a3ac8a9,d54415c8-33a1-4857-b739-8db360720024,IN_APP,FAILED,2026-05-01 15:18:46+00
5d31858d-e089-4441-a9ec-0b5ab77b1b60,0f0de6f9-e422-4c70-91cd-95dfb8a646bf,SMS,SENT,2026-03-18 19:43:11+00
65da90a7-5630-4de5-8a16-20a801922ac7,2fa81437-f059-44a2-8d99-0208348b9d45,IN_APP,PENDING,2026-04-12 00:21:45+00
06a45c61-0e6c-4582-88c6-b883a6484f62,dde6fddf-d329-423e-b43c-b8301977a710,EMAIL,PENDING,2026-04-09 06:45:21+00
270bb4ee-485f-4389-8f40-277b8a170afc,1d924c77-553b-4a91-9077-8b5e20341302,SMS,SENT,2026-02-26 01:17:37+00
b6298560-1fce-49e8-b6d7-dda258972348,78e0e4d1-3def-4560-a0f6-0cb315558662,IN_APP,SENT,2026-03-01 12:44:07+00
1d50996e-c9d4-4f42-8924-30c3a6af1380,4c215462-f926-475e-8d84-70dc66dc3a6d,IN_APP,PENDING,2026-05-07 05:11:39+00
bb831fbd-86d4-4435-a83a-9b69773104ee,36a18477-648e-40cd-beef-4fa882640fe3,IN_APP,FAILED,2026-05-12 11:58:45+00
a3bfcd76-1e04-4ddd-9708-81327eaed892,8fbd6bdc-9d81-419a-9953-510f95aad2a5,EMAIL,SENT,2026-02-18 17:19:22+00
acae5779-1d8d-4f2a-a770-4d6d41c242b3,3b32de10-bd5c-4ccf-9d77-4d6e6120cdc7,SMS,FAILED,2026-03-13 07:51:52+00
476f2233-baf1-45e0-8112-f11f784105ae,36e9fa6c-9586-443b-9798-f31b8343d752,EMAIL,FAILED,2026-04-11 07:45:06+00
c78cf7ea-f71f-4b0f-bece-a02a999a4d1c,1e8b15ee-2d61-490d-aedd-c752925dfcd0,IN_APP,PENDING,2026-02-23 10:41:16+00
748a544b-220a-464a-af63-0a8243b465e2,36a18477-648e-40cd-beef-4fa882640fe3,SMS,SENT,2026-05-07 05:28:18+00
30611824-ac2c-43df-a288-0b522e077a95,58be5f8f-f7e7-4849-a42e-225d42b2d707,SMS,PENDING,2026-05-12 01:03:05+00
895157d1-c713-4c6a-a407-515253bb5047,93727c5f-916e-4277-a22b-d2693fb56773,IN_APP,SENT,2026-05-16 23:50:02+00
1f8037d6-e5dd-448a-85c6-af74909741ea,6c53df5e-62e7-4528-a90b-f9b5e6b9c7a1,IN_APP,FAILED,2026-03-08 22:07:14+00
4ef1f4a3-4c42-4f3a-848a-32164f856edb,5d87bb33-5ce5-4a48-8c61-52da3c027687,EMAIL,FAILED,2026-02-22 10:03:47+00
4867be8e-5a20-405b-98d9-3da8eef0fe60,dde6fddf-d329-423e-b43c-b8301977a710,IN_APP,FAILED,2026-03-12 08:54:57+00
2f5bfa05-a6b8-4f74-93d3-c17681f938d4,0c76c53f-f912-455b-b95c-efbbefb24aed,EMAIL,SENT,2026-03-14 22:43:53+00
451f0ffd-c64a-43ac-a784-b681797ec2e7,a3867652-8df8-44b6-a11a-05f671a13d34,SMS,SENT,2026-03-14 18:04:38+00
28d6a8d6-ee97-4a97-854b-4b0bfc2c9c39,78e0e4d1-3def-4560-a0f6-0cb315558662,EMAIL,FAILED,2026-02-20 13:58:49+00
c57f834f-03cf-43b1-a853-51e6daf5ded6,222b7090-8651-479a-b3f2-d42dc1399c9d,EMAIL,PENDING,2026-03-16 17:24:27+00
fec395a7-b330-4360-af86-665de505e9cc,8fbd6bdc-9d81-419a-9953-510f95aad2a5,IN_APP,SENT,2026-02-24 11:37:53+00
5ee92142-302a-4539-912a-add621784e8d,4a50e8ae-85d6-4106-9df9-5b322cbb88d6,EMAIL,PENDING,2026-03-06 05:40:35+00
c8d36ce9-0071-4c2e-ba86-eba5f0cbc77f,101511bd-b966-4f65-b26a-ea6620e0b685,SMS,PENDING,2026-04-16 01:35:39+00
4b3ba596-98d7-4fe1-97fe-35e18df025e1,3815b5a4-1ac8-40d8-8dfc-54ac0f583933,EMAIL,FAILED,2026-04-26 13:41:29+00
1d88762d-49a2-4991-bee4-841db98d0074,f25377bb-3dee-427d-b121-8f49365ef9a7,IN_APP,SENT,2026-04-09 00:55:54+00
eacde1ea-78ab-4fad-891e-897e311d0a5d,31085da9-bfc4-44bd-80c8-8dc16a164938,EMAIL,SENT,2026-04-05 01:36:00+00
b03da06e-79c9-4b8d-bf41-fde42e8c46ce,d1f13bee-3867-42e0-8bd2-a7c71b9d0bb2,SMS,PENDING,2026-02-24 00:38:15+00
3708d99a-3284-4a36-a8d1-effdc298af1e,4a50e8ae-85d6-4106-9df9-5b322cbb88d6,SMS,SENT,2026-05-06 16:01:41+00
261bbd3a-5ec3-4db4-a885-bb14942ac685,4a50e8ae-85d6-4106-9df9-5b322cbb88d6,IN_APP,FAILED,2026-05-16 11:13:48+00
e3c64a71-e925-4c9e-9872-48ce1b976496,09f7b0ef-bed3-4f57-bcf6-78f42e31d110,SMS,SENT,2026-05-14 17:08:26+00
aa1e2fd7-9dd5-45a9-a1b0-0a5e6d3a7197,289f1a24-a139-46cd-a89c-e00f41f16d03,IN_APP,PENDING,2026-02-27 00:07:42+00
49593e25-6ac7-4c88-a5e6-b6323bd951ae,4f9ef3c9-28c6-4880-ada2-af225fb5a240,IN_APP,FAILED,2026-03-17 07:03:49+00
4048e469-0e47-4ad7-a605-ac29f2c02bc3,84cbf8e8-4655-4b2f-b86b-66700ce088ca,IN_APP,FAILED,2026-04-28 02:38:12+00
fcb16d70-882c-486f-b21e-eaea927cb3f8,c01eaf98-af64-44d3-8d8b-812455ca2330,SMS,SENT,2026-02-27 01:31:16+00
fc99e24e-4090-4cc7-9821-4c03f69007f5,32b8f5fa-bbde-4c6e-8ed2-36869ed0e663,EMAIL,SENT,2026-04-15 23:04:58+00
af7ad4eb-032e-428c-9d40-a5109ccabccf,289f1a24-a139-46cd-a89c-e00f41f16d03,IN_APP,FAILED,2026-04-02 06:09:14+00
2651c4b2-e27f-47a8-a1d9-4d9a605dd192,c3391703-0ed1-49b0-8c39-ffc48c7c41ef,IN_APP,SENT,2026-05-07 02:56:29+00
d6411750-3dd7-4f61-a452-b4cc9e342fd9,8ba056f6-170f-4e24-a917-e333f6ca8bb5,IN_APP,PENDING,2026-05-17 23:30:57+00
b33b149b-05a2-4277-ab0f-7d51c889b055,dde6fddf-d329-423e-b43c-b8301977a710,SMS,FAILED,2026-03-01 12:42:12+00
6fc816a7-e747-4e80-8582-de3b2bc67dd3,b0ba15b3-0cf8-430c-9c24-f1e7a56ed191,IN_APP,FAILED,2026-04-11 21:24:27+00
1b22d5ce-dd07-4139-86fb-b5281b3e4cf8,09f7b0ef-bed3-4f57-bcf6-78f42e31d110,EMAIL,PENDING,2026-03-31 09:12:30+00
8d588280-3d82-494a-bc23-ee92d27f38eb,d54415c8-33a1-4857-b739-8db360720024,IN_APP,FAILED,2026-03-09 03:16:50+00
bf30067a-7a73-4e70-9d12-598315ed3f26,58be5f8f-f7e7-4849-a42e-225d42b2d707,EMAIL,SENT,2026-03-19 21:14:50+00
4e5dee72-ae90-4315-b057-09302929306f,0f3ff99c-6bcc-4579-9788-11a3baf93d77,EMAIL,PENDING,2026-02-24 10:52:42+00
84376e0e-52ea-4e8e-97c2-d3eab0a73508,1e69ef9f-3859-4ae9-a5f6-650beb8d89d5,EMAIL,SENT,2026-02-27 03:17:05+00
68b0d653-b74d-4111-b602-e9476e97334c,1ed63b1c-e14c-46e9-8da7-3cfd3cb2e65b,IN_APP,SENT,2026-05-07 17:31:22+00
de38b748-1806-4069-93fd-10f8ed1ff5cd,4c215462-f926-475e-8d84-70dc66dc3a6d,EMAIL,FAILED,2026-02-25 21:11:51+00
7b3b4717-bf28-4cb6-8744-a68ed9c0ffa0,3b32de10-bd5c-4ccf-9d77-4d6e6120cdc7,EMAIL,SENT,2026-04-03 18:50:39+00
3b21949e-c466-41ab-9840-6a220c73899d,3b32de10-bd5c-4ccf-9d77-4d6e6120cdc7,IN_APP,PENDING,2026-03-30 18:16:49+00
ae2beb0a-e3e6-42f2-924f-33ac81ce440c,e1e6fff0-b6d8-48db-89c7-5edec811e4bb,IN_APP,FAILED,2026-05-13 11:27:18+00
7ff7b034-f241-4a7d-a459-7e628adb67d9,f25377bb-3dee-427d-b121-8f49365ef9a7,SMS,FAILED,2026-04-01 07:19:20+00
d54b1c69-aede-4aff-82ad-3190dcf9c03d,a96c0e6a-8f24-4b8d-aae0-9df39466c3ab,EMAIL,FAILED,2026-03-23 00:30:21+00
67636db0-0bc7-4c93-9e50-1b6ed3986c28,5f783559-b6af-4250-b8c9-ef9f96e969a3,IN_APP,PENDING,2026-05-08 03:20:13+00
9c6c6f01-4545-49a1-9d3e-876971644e8e,78e0e4d1-3def-4560-a0f6-0cb315558662,IN_APP,FAILED,2026-03-20 08:10:41+00
a2f95fb3-6112-4dd0-a70d-b74eb1a06080,688e0a6e-2ec3-46d8-9c51-d8b5998d51a5,IN_APP,SENT,2026-04-07 13:04:32+00
c2e160ce-14b0-4cf1-8c55-8bcdd0f793ca,6ada03ff-2bb8-456f-bdeb-99f04e6e979a,IN_APP,PENDING,2026-04-21 15:06:38+00
16bbe0f5-a286-4121-81d0-400016bc5fe6,1e69ef9f-3859-4ae9-a5f6-650beb8d89d5,SMS,SENT,2026-04-04 05:25:41+00
00dfab99-881b-44f2-8a19-7da875425590,d54415c8-33a1-4857-b739-8db360720024,EMAIL,SENT,2026-03-20 16:39:05+00
1adfad69-b332-47a2-9e19-27b148e98556,a96c0e6a-8f24-4b8d-aae0-9df39466c3ab,SMS,FAILED,2026-03-26 00:09:17+00
c0fbf797-3ad2-432e-9a5a-b6d657d944a1,a0810b2e-137a-4c5f-84d1-e8ddd5fa9857,IN_APP,FAILED,2026-03-25 10:41:48+00
ea201554-ecc7-42a8-8705-e81a959c50f6,4350ceb1-35da-4532-b53c-eea21f9be5a3,EMAIL,PENDING,2026-03-18 14:13:09+00
aaf936cd-0809-4941-8be3-498a1eaf3760,b0ba15b3-0cf8-430c-9c24-f1e7a56ed191,IN_APP,SENT,2026-02-17 18:06:10+00
93c79f45-377e-479d-8bfd-4e42413dbf71,36a18477-648e-40cd-beef-4fa882640fe3,IN_APP,FAILED,2026-04-30 22:18:05+00
